name,website,address,city,state,phone,reviews,rating,logo,query:,email
Symetria — Palos Heights Outpatient Rehab & Suboxone Clinic,https://www.symetriarecovery.com/locations/illinois-rehabs/palos-heights-suboxone-clinic/?utm_medium=organic-listing&utm_source=google&utm_campaign=il-palos-heights," 11925 S Harlem Ave, Palos Heights, IL 60463",Palos Heights, Illinois,(708) 776-9710,7,4.9,https://lh3.googleusercontent.com/-74UlRqx4EVg/AAAAAAAAAAI/AAAAAAAAAAA/amuexRtf15U/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Gateway,https://www.gatewayfoundation.org/locations/caseyville/," Caseyville, IL 62232",Caseyville, Illinois,Not Available,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Progressive Opioid Rehab Illinois,https://drug-rehab-alcohol-detox-sterling-il-progressive.business.site/?utm_source=gmb&utm_medium=referral," 13 E 4th St, Sterling, IL 61081",Sterling, Illinois,(815) 364-8152,3,5.0,https://lh6.googleusercontent.com/-NsPN5NSQipI/AAAAAAAAAAI/AAAAAAAAAAA/HUtd8inrKHY/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Teen Challenge Chicago,http://teenchallengeusa.com/," 3601 W Cortland St, Chicago, IL 60647",Chicago, Illinois,(773) 772-2211,17,2.7,//lh3.googleusercontent.com/a-/AOh14GgUFJDjjPvUoaPxyuXeEuzp64KWTJuClzOUbwLW=w32-h32-k-cc,drug rehab in Illinois,
Healthy Minds Opioid Rehab Illinois,https://drug-rehab-alcohol-detox-healthy-minds-illinois.business.site/?utm_source=gmb&utm_medium=referral," 17 W Main St, Freeport, IL 61032",Freeport, Illinois,(815) 364-8547,2,5.0,https://lh4.googleusercontent.com/-x-C3ayRP6bs/AAAAAAAAAAI/AAAAAAAAAAA/HYLzU8DPmDQ/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Premium Drug Rehab & Recovery Programs of Cicero,#," 5215 W 25th St, Cicero, IL 60804",Cicero, Illinois,Not Available,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Spillie & Associates,#," 1802 N Division St, Morris, IL 60450",Morris, Illinois,(815) 955-6285,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Rosecrance Northbrook Office,https://rosecrance.org/locations/rosecrance-northbrook/," 3000 Dundee Rd Ste 317, Northbrook, IL 60062",Northbrook, Illinois,(888) 928-0144,4,4.8,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
DUI Countermeasures,https://www.countermeasuresinc.com/," 343 Court St, Pekin, IL 61554",Pekin, Illinois,(309) 347-8282,4,3.8,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
RMA Rose Medical Association,http://www.rosemedical.org/," 209 W Romeo B Garrett Ave, Peoria, IL 61605",Peoria, Illinois,(309) 686-1600,18,3.7,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Alcohol & Drug Dual Diagnosis,Not Available," Kankakee, IL 60901",Kankakee, Illinois,(815) 523-9931,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Southwood Interventions,https://southwoodinterventions.org/," 5701 S Wood St, Chicago, IL 60636",Chicago, Illinois,(773) 737-4600,31,3.6,https://lh3.googleusercontent.com/a-/AOh14GgBrGsMNMBcgF_vc9bR517HruIRXUQkDPlsJeSi7Q=s40-c-rp-ba3-br100,drug rehab in Illinois,
Rosecrance Crystal Lake,https://rosecrance.org/locations/rosecrance-crystal-lake/," 422 Tracy Ct, Crystal Lake, IL 60014",Crystal Lake, Illinois,(888) 928-0144,13,2.3,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Symetria — Des Plaines Outpatient Rehab & Suboxone Clinic,https://www.symetriarecovery.com/locations/illinois-rehabs/des-plaines-suboxone-clinic/?utm_medium=organic-listing&utm_source=google&utm_campaign=il-des-plaines," 1460 Market St Suite 300, Des Plaines, IL 60016",Des Plaines, Illinois,(847) 881-3990,3,2.3,https://lh4.googleusercontent.com/-Bt_q1gxVEXk/AAAAAAAAAAI/AAAAAAAAAAA/SUCRSXmQO-E/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Abbcon Counseling,http://abbconcounseling.com/," 201 N Logan St SUITE A, Mattoon, IL 61938",Mattoon, Illinois,(217) 317-2089,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
PEER Services,http://peerservices.org/," 906 Davis St, Evanston, IL 60201",Evanston, Illinois,(847) 492-1778,5,3.6,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
DUI Evaluation & Treatment Services,https://www.duieats.com/," 1999 Wabash Ave #209, Springfield, IL 62704",Springfield, Illinois,(217) 891-6063,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Naturo Drug Rehab Northbrook - Alcohol Rehab Specialists,#," 463-465 Waukegan Rd, Northbrook, IL 60062",Cook County, Illinois,(847) 262-4748,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Counseling Center of Illinois,https://www.duiillinois.com/," 10661 S Roberts Rd #101, Palos Hills, IL 60465",Palos Hills, Illinois,(773) 777-6767,2,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Abcdui Counseling Services,http://abcduiservices.com/," 730 E, IL-15 Ste 3, Mt Vernon, IL 62864",Mount Vernon, Illinois,(618) 241-9555,1,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Com Graph Inc,http://annyvette.wix.com/comgraph," 252 Main St, Park Forest, IL 60466",Park Forest, Illinois,(708) 481-9570,7,4.3,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Teen Challenge Illinois,https://teenchallengeillinois.com/," 2400 N 8th St, Pekin, IL 61554",Pekin, Illinois,(309) 673-3716,11,3.9,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Alon Treatment Center,#," 9150 Crawford Ave, Skokie, IL 60076",Skokie, Illinois,(847) 679-4026,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
First Step DUI Evaluation,https://www.firststepduiprogram.com/," 307 Henry St # 111, Alton, IL 62002",Alton, Illinois,(618) 616-0437,1,5.0,https://lh5.googleusercontent.com/-z4cKbQeJkdI/AAAAAAAAAAI/AAAAAAAAAAA/y-kKi5DO1X4/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
CAP of Downers Grove,http://capqualitycare.com/," 4954 Main St, Downers Grove, IL 60515",Downers Grove, Illinois,(630) 810-0186,36,3.8,//lh3.googleusercontent.com/a/AATXAJwgdMAq5IOH4NqwImPPNG75SS6ZVXHHVpMtq5sH=w32-h32-k-cc,drug rehab in Illinois,
Haymarket Center,http://www.haymarketcenter.org/," 120 N Sangamon St, Chicago, IL 60607",Chicago, Illinois,(312) 226-7984,85,3.2,https://lh6.googleusercontent.com/--FVePlS9xs4/AAAAAAAAAAI/AAAAAAAAAAA/dlshfBGiM18/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
First Step DUI Evaluation,https://www.firststepduiprogram.com/," 113 S Plum St, Carlinville, IL 62626",Carlinville, Illinois,(618) 616-0437,Not Available,Not Available,https://lh5.googleusercontent.com/-7g6yrNTbXqI/AAAAAAAAAAI/AAAAAAAAAAA/0HUfGXv5Y5Y/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
"Child, Adolescent and Family Recovery Center",https://www.familyrecoverycenters.com/," 900 N Shore Dr, Lake Bluff, IL 60044",Lake Bluff, Illinois,(847) 457-6730,2,2.5,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Enhanced Clinical Solutions Inc,http://www.enhancedclinicalsolutions.com/," 1515 North Ave Suite# 302, Oak Park, IL 60302",Oak Park, Illinois,(708) 344-0884,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Symetria — Chicago Outpatient Rehab & Suboxone Clinic,https://www.symetriarecovery.com/locations/illinois-rehabs/chicago-suboxone-clinic/?utm_medium=organic-listing&utm_source=google&utm_campaign=il-chicago," 3934 N Lincoln Ave, Chicago, IL 60613",Chicago, Illinois,(773) 231-0605,17,4.8,https://lh6.googleusercontent.com/-Nxunq3JoESA/AAAAAAAAAAI/AAAAAAAAAAA/Kq12jYFoPu4/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
RU Recovery,http://rurecovery.com/," 333 E State St Unit 201, Rockford, IL 61104",Rockford, Illinois,(815) 986-0460,10,4.5,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Addictions Associates Therapy Inc.,https://www.addictiontreatmentlibertyvilleil.com/," 322 Peterson Rd, Libertyville, IL 60048",Libertyville, Illinois,(847) 549-0083,2,5.0,https://lh4.googleusercontent.com/-0V3tfgubJ6k/AAAAAAAAAAI/AAAAAAAAAAA/9EKBmGnemPE/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Livewell Opioid Rehab Illinois,https://drug-rehab-alcohol-detox-livewell-rehab-illinois.business.site/?utm_source=gmb&utm_medium=referral," 6929 E State St, Rockford, IL 61108",Rockford, Illinois,(779) 248-3064,2,5.0,https://lh5.googleusercontent.com/-kxzj45dUzj0/AAAAAAAAAAI/AAAAAAAAAAA/wYzQIK3IdRY/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
"Care Clinics, Inc - DUI Evaluation, Alcohol/Drug Treatment, & Anger Management Services",http://www.careclinicsinc.com/," 522 N Lake St, Aurora, IL 60506",Aurora, Illinois,(630) 896-4650,38,4.6,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Nicasa Behavioral Health Services,http://www.nicasa.org/," 31979 N Fish Lake Rd, Round Lake, IL 60073",Lake County, Illinois,(847) 546-6450,15,2.9,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
St. Mary's Rehabilitation Services,https://www.stmarysdecatur.com/," 1800 E Lake Shore Dr, Decatur, IL 62521",Decatur, Illinois,(217) 464-2981,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Stonybrook Center,#," 1506 Roosevelt Rd, Wheaton, IL 60187",Wheaton, Illinois,(630) 221-1400,40,3.2,//lh3.googleusercontent.com/a-/AOh14GgBJwS8J0GWSyaP0-iSe8PtjGtYbNil_PDXZVQHhQ=w32-h32-k-cc,drug rehab in Illinois,
Northern Illinois Recovery Center Detox,https://www.northernillinoisrecovery.com/programs/detox/?utm_source=google&utm_medium=organic&utm_campaign=gbp," 2602 IL-176, Crystal Lake, IL 60012",Prairie Grove, Illinois,(815) 859-8003,Not Available,Not Available,https://lh4.googleusercontent.com/-ez70nqzNOQg/AAAAAAAAAAI/AAAAAAAAAAA/r7M46VrgpUE/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Alleviate Detox Center Illinois,https://drug-rehab-alcohol-detox-alleviate-illinois.business.site/?utm_source=gmb&utm_medium=referral," 514 S State St, Belvidere, IL 61008",Belvidere, Illinois,(779) 248-3354,1,5.0,https://lh4.googleusercontent.com/-8l8DgcQNE9A/AAAAAAAAAAI/AAAAAAAAAAA/OptQ0Nx3MgQ/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
US Alcohol Rehabilitation,#," 3001 N Green Bay Rd, North Chicago, IL 60064",North Chicago, Illinois,(847) 578-3740,1,4.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Livewell Rehab Center Illinois,https://drug-rehab-alcohol-detox-livewell-illinois.business.site/?utm_source=gmb&utm_medium=referral," 6331 N 2nd St, Loves Park, IL 61111",Loves Park, Illinois,(779) 257-4614,4,5.0,https://lh4.googleusercontent.com/-PfGiN6dD4D8/AAAAAAAAAAI/AAAAAAAAAAA/w-V1IAWBipw/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Healthy Solutions,#," 4215 E State St # 103, Rockford, IL 61108",Rockford, Illinois,(815) 229-0421,1,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Skyremedy Detox Center Illinois,https://drug-rehab-alcohol-detox-skyremedy-illinois.business.site/?utm_source=gmb&utm_medium=referral," 105 Laura Dr, Addison, IL 60101",Addison, Illinois,(630) 793-2208,1,5.0,https://lh4.googleusercontent.com/--1HYyb7t208/AAAAAAAAAAI/AAAAAAAAAAA/Csp3m9EB2AA/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
The Salvation Army Adult Rehabilitation Center,http://rockford.satruck.org/," 1706 18th Ave, Rockford, IL 61104",Rockford, Illinois,(815) 397-0440,3,3.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Regenerate Rehab Center Illinois,https://drug-rehab-alcohol-detox-regenerate-illinois.business.site/?utm_source=gmb&utm_medium=referral," 1100A 1st Ave, Rock Falls, IL 61071",Rock Falls, Illinois,(815) 364-8290,2,5.0,https://lh3.googleusercontent.com/-9QG7a_O-PB4/AAAAAAAAAAI/AAAAAAAAAAA/S9BBiAu-AEo/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Alcohol and Drug Addiction Treatment,#," 6955 W Fullerton Ave, Chicago, IL 60647",Chicago, Illinois,(708) 982-7778,8,4.9,https://lh6.googleusercontent.com/-DTCYM5iHEWs/AAAAAAAAAAI/AAAAAAAAAAA/f6hqb0tju7E/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Latino Treatment Center,http://www.latinotreatmentcenter.com/," 245 W Roosevelt Rd #140, West Chicago, IL 60185",West Chicago, Illinois,(630) 293-9707,1,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Latino Treatment Center,http://www.latinotreatmentcenter.com/," 54 S Grove Ave, Elgin, IL 60120",Elgin, Illinois,(847) 695-9155,3,4.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Talk Traders Detox Center Illinois,https://drug-rehab-alcohol-detox-talk-traders-illinois.business.site/?utm_source=gmb&utm_medium=referral," 218 S Main St, Wauconda, IL 60084",Wauconda, Illinois,(224) 292-6406,4,5.0,https://lh6.googleusercontent.com/-Hrktm6JBFqI/AAAAAAAAAAI/AAAAAAAAAAA/eWj54zjWlBk/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Medical Rehabilitation Center - Drug & Alcohol Rehab,http://medrehab.net/," 5241 S Cicero Ave, Chicago, IL 60632",Chicago, Illinois,(773) 389-3049,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Solutions Counseling & DUI,http://solutionscounseling.info/," 1306 S 6th St B, Springfield, IL 62703",Springfield, Illinois,(217) 757-0000,6,1.7,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Counseling Center of Illinois,https://www.duiillinois.com/," 115 S Wilke Rd #203, Arlington Heights, IL 60005",Arlington Heights, Illinois,(773) 777-6767,3,3.7,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Grupo Jovenes De Illinois,#," 3477 S Archer Ave, Chicago, IL 60608",Chicago, Illinois,(773) 254-7395,2,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Hilltop Alanon Club Inc,#," 115 N Western Ave, Peoria, IL 61604",West Peoria, Illinois,(309) 282-0683,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Kirby Rehabilitation,http://kirbyrehab.org/," 723 W 111th St, Chicago, IL 60628",Chicago, Illinois,(773) 614-4002,18,2.3,https://lh3.googleusercontent.com/-aEDOTSC_pwk/AAAAAAAAAAI/AAAAAAAAAAA/xO6rLecORQo/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
UnityPoint Health - UnityPlace Community Crisis Center & Peoria County Emergency Response Services,https://www.unitypoint.org/peoria/unityplace.aspx?utm_source=gmb&utm_medium=web&utm_campaign=brandify," 130 North Richard Pryor Place, Peoria, IL 61605",Peoria, Illinois,(309) 671-8084,7,3.3,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Transitions Rehabilitation & Occupational Center (T-ROC),http://www.transrehab.org/," 2326 16th St, Moline, IL 61265",Moline, Illinois,Not Available,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Braden Counseling Center,https://www.bradencenter.com/counseling-services-in-elgin-illinois/?utm_source=gmb&utm_medium=organic," 25 S Grove Ave # 201, Elgin, IL 60120",Elgin, Illinois,(847) 717-7347,5,1.8,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Centerstone,https://centerstone.org/," 2311 S Illinois Ave, Carbondale, IL 62903",Carbondale, Illinois,(855) 608-3560,13,2.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Sunnlyand Phoenix AA,#," 3913 E Washington St, East Peoria, IL 61611",East Peoria, Illinois,(309) 699-7204,1,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Linden Oaks Behavioral Health - Naperville Main Inpatient Campus,https://www.eehealth.org/locations/naperville/linden-oaks-behavioral-health?utm_campaign=gmb-website&utm_medium=organic&utm_source=google," 852 S West St, Naperville, IL 60540",Naperville, Illinois,(630) 305-5027,183,2.5,https://lh5.googleusercontent.com/-T7wpssBp3JA/AAAAAAAAAAI/AAAAAAAAAAA/Mme2PCXvjwA/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Bridgeway Inc,http://www.bway.org/," 301 Industrial Park Dr Rd, Monmouth, IL 61462",Monmouth, Illinois,(309) 734-9461,4,2.3,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
Indianapolis Counseling Center,https://www.icc-indy.com/," 724 N Illinois St, Indianapolis, IN 46204",Indianapolis, Indiana,(317) 549-0333,5,2.2,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Illinois,
All Points North Lodge,https://apn.com/?utm_source=gmb&utm_medium=digital&utm_campaign=apnlodge," 2205 Cordillera Way, Edwards, CO 81632",Edwards, Colorado,(970) 693-0015,48,4.4,https://lh5.googleusercontent.com/-e9M-7PIFm4Q/AAAAAAAAAAI/AAAAAAAAAAA/ORqQUYcUpoI/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
SpringBoard Recovery Alcohol & Drug Rehab,https://www.springboardrecovery.com/," 11624 E Shea Blvd, Scottsdale, AZ 85259",Scottsdale, Arizona,(833) 590-0960,108,4.9,https://lh4.googleusercontent.com/-mMxsmaRLwUQ/AAAAAAAAAAI/AAAAAAAAAAA/OhlxQa3t19E/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Lighthouse Recovery Institute Drug Rehab Center,https://lighthouserecoveryinstitute.com/," 1609 S Congress Ave, Boynton Beach, FL 33426",Boynton Beach, Florida,(561) 381-0015,36,4.4,https://lh5.googleusercontent.com/-Ugxli12j5Fo/AAAAAAAAAAI/AAAAAAAAAAA/qZz1oZrF6fU/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Recovery Centers of America,https://recoverycentersofamerica.com/," 2701 Renaissance Blvd 4th Floor, King of Prussia, PA 19406",Not Available,Not Available,(484) 396-2138,85,3.9,https://lh3.googleusercontent.com/-u5ZAYSDJUu4/AAAAAAAAAAI/AAAAAAAAAAA/e1VAj60W_vk/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Daylight Recovery Center,http://www.daylightdetox.com/," 2521 Metrocentre Blvd, West Palm Beach, FL 33407",West Palm Beach, Florida,(888) 859-0533,247,4.9,https://lh5.googleusercontent.com/-YjYrQLiDewE/AAAAAAAAAAI/AAAAAAAAAAA/1qBgILWh9a0/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Ark Behavioral Health,https://arkbh.com/?utm_source=arkgmb&utm_medium=organic," 500 Victory Rd 3rd Floor, Quincy, MA 02171",Quincy, Massachusetts,(617) 958-5326,2,5.0,https://lh5.googleusercontent.com/-CjABC4bRBk4/AAAAAAAAAAI/AAAAAAAAAAA/UNhviUX_Apg/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
FHE Health,https://fherehab.com/," 505 S Federal Hwy #2, Deerfield Beach, FL 33441",Deerfield Beach, Florida,(754) 241-1087,180,4.0,https://lh5.googleusercontent.com/-0ljuLvHRxbY/AAAAAAAAAAI/AAAAAAAAAAA/YKT8NX-Xg7I/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Moving Mountains Recovery | Drug & Alcohol Rehab,https://movingmountainsrecovery.com/," 2 Emery Ave, Randolph, NJ 07869",Randolph, New Jersey,(973) 397-5055,1,5.0,https://lh6.googleusercontent.com/-OBDnl982dmU/AAAAAAAAAAI/AAAAAAAAAAA/LUMsJLYy3Bs/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
United Recovery Project,https://www.unitedrecoveryproject.com/," 5900 Johnson St, Hollywood, FL 33021",Hollywood, Florida,(954) 429-5026,237,4.7,https://lh3.googleusercontent.com/-tEEJL6k1ocI/AAAAAAAAAAI/AAAAAAAAAAA/pON1A6R_PD8/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Illinois,
Illinois Institute for Addiction Recovery,https://support.google.com/websearch/answer/3338405," 2050 W Iles Ave, Springfield, IL 62704",Springfield, Illinois,(217) 726-6611,2,5.0,https://lh3.googleusercontent.com/a/AATXAJyjZKEVB-ZnklNae5j8bH-KeXlQ0EuRs74cMBlN=s40-c-c0x00000000-cc-rp-mo-br100,drug rehab in Illinois,
Bridges of Hope Treatment Center,https://bhoperehab.com/," 2200 N Madison Ave, Anderson, IN 46011",Anderson, Indiana,(765) 358-7320,142,4.7,https://lh5.googleusercontent.com/-aL0c_RMgnSc/AAAAAAAAAAI/AAAAAAAAAAA/KVNLIKNcgdw/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Community Fairbanks Recovery Center,https://www.fairbankscd.org/," 8102 Clearvista Pkwy, Indianapolis, IN 46256",Indianapolis, Indiana,(800) 225-4673,61,3.2,https://lh5.googleusercontent.com/-r0ixnhD8khs/AAAAAAAAAAI/AAAAAAAAAAA/ESmFrfsLIJ8/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Indiana Center for Recovery,https://treatmentindiana.com/?utm_source=google&utm_medium=organic&utm_campaign=ICFRBloomingtonOrganic," 1004 W 1st St, Bloomington, IN 47403",Bloomington, Indiana,(812) 362-5149,361,4.7,https://lh3.googleusercontent.com/-zn6_e-g_OVo/AAAAAAAAAAI/AAAAAAAAAAA/Y1T1wtIkaPg/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Evolve Indy,https://evolveindy.com/?utm_campaign=gmb," 8770 Guion Rd Suite B, Indianapolis, IN 46268",Indianapolis, Indiana,(317) 648-2887,97,4.9,https://lh5.googleusercontent.com/-qrtEKDI4bhI/AAAAAAAAAAI/AAAAAAAAAAA/maB25bP9bWk/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Praxis of Carmel by Landmark Recovery,https://landmarkrecovery.com/locations/carmel/?utm_source=google&utm_medium=organic&utm_campaign=gmb-pind," 13594 N Meridian St, Carmel, IN 46032",Carmel, Indiana,(317) 284-9496,171,4.6,https://lh4.googleusercontent.com/-CtYDgpURlN4/AAAAAAAAAAI/AAAAAAAAAAA/JLdsr2W_dJ8/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Hickory Treatment Center at Indianapolis,https://www.hickorytreatmentcenters.com/indianapolis/," 2926 N Capitol Ave, Indianapolis, IN 46208",Indianapolis, Indiana,(317) 779-1088,41,4.4,https://lh6.googleusercontent.com/-t48nV_BsRMs/AAAAAAAAAAI/AAAAAAAAAAA/vhhr_FMG0ks/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Choices Recovery Center,https://crehab.org/," 3606 E Jefferson Blvd, South Bend, IN 46615",South Bend, Indiana,(877) 474-7025,46,3.6,https://lh6.googleusercontent.com/-MrOkueYIP1Q/AAAAAAAAAAI/AAAAAAAAAAA/WQTHj-cpIls/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Hickory House Recovery Center,https://www.hickoryhouse.com/," 5486 US-40, Greenfield, IN 46140",Hancock County, Indiana,(317) 434-5375,81,4.4,https://lh5.googleusercontent.com/-lVXE8ZlLRF0/AAAAAAAAAAI/AAAAAAAAAAA/7gIfHsToHSA/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Recovery Works Merrillville,http://recoveryworksmerrillville.com/," 201 W 89th Ave, Merrillville, IN 46410",Merrillville, Indiana,(219) 472-0066,38,3.6,https://lh4.googleusercontent.com/-t84dI02ZNyo/AAAAAAAAAAI/AAAAAAAAAAA/M3aVbr_Rc8w/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Emberwood Center,http://emberwoodcenter.org/," 1440 N Hudson St, Indianapolis, IN 46202",Indianapolis, Indiana,(317) 536-7100,5,2.8,https://lh5.googleusercontent.com/-9hPQCbfw3X4/AAAAAAAAAAI/AAAAAAAAAAA/Y0SmB5_jLsU/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Indiana Recovery Centers,#," 1130 W Jefferson St, Franklin, IN 46131",Franklin, Indiana,(765) 268-0322,30,5.0,https://lh6.googleusercontent.com/-TX2w-oqh6do/AAAAAAAAAAI/AAAAAAAAAAA/CWQmXFQnfsA/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Recovery Works Cambridge City,https://pinnacletreatment.com/location/indiana/cambridge-city/recovery-works-cambridge-city/," 2060 IN-1 North, Cambridge City, IN 47327",Wayne County, Indiana,(888) 792-4639,28,3.9,https://lh6.googleusercontent.com/-oXzTWuqcmgw/AAAAAAAAAAI/AAAAAAAAAAA/YTb54Xxey4o/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Tara Treatment Center,https://www.taratreatmentcenter.org/," 6231 US-31, Franklin, IN 46131",Johnson County, Indiana,(800) 397-9978,24,4.2,https://lh6.googleusercontent.com/-NxoHOxA7VXY/AAAAAAAAAAI/AAAAAAAAAAA/gjIMYyuQ8Ig/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
See Purpose Addiction Treatment Center Indiana,https://seepurposetreatment.com/," 3237 IN-157, Bloomfield, IN 47424",Greene County, Indiana,(866) 558-3606,6,4.3,https://lh4.googleusercontent.com/-gM07tbFKDkI/AAAAAAAAAAI/AAAAAAAAAAA/Iw9BNd_2JDU/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
Landmark Recovery of Indianapolis,https://landmarkrecovery.com/locations/indianapolis/?utm_source=google&utm_medium=organic&utm_campaign=gmb-ind," 6330 Digital Way, Indianapolis, IN 46278",Indianapolis, Indiana,(317) 449-2790,119,4.5,https://lh6.googleusercontent.com/-xIJhPiGUOAM/AAAAAAAAAAI/AAAAAAAAAAA/FwfZlI6mcX8/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Indiana,
